code_chorus;id;designation_site;designation_batiment_terrain;type;fonction;adresse;ville;dept;code_postal;code_insee;libelle_nouvelle_region;pays;latitude;longitude;ministere;libelle_gestionnaire;type_gestionnaire;libelle_proprietaire;type_proprietaire;surface_m2;consommation_kwh_ef;type_de_chauffage;etat_de_sante;annee_de_construction;tri_des_dechets;erp;date_de_reference
PACA/111953/204978;IB00100029695;Bien contrôlé par le ministère de l'Education Nationale et de la Jeunesse;Bien contrôlé par le ministère de l'Education Nationale et de la Jeunesse;Bureau;Rectorat;1  AV VERANI;Nice;6;06100;06088;Provence-Alpes-Côte-d'Azur;France;43.728197;7.277981;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;359.5;13638.49;;Satisfaisant;1910;Non;Oui;2021-12-31
DOM2/138215/463252;IB00100299372;TERRAIN DU LYCEE POLYVALENT DE CHIRONGUI;LPO DE CHIRONGUI BATIMENT 3;Bâtiment technique;Bâtiment technique;RUE DE LA MAIRIE;Chirongui;976;97620;97606;Départements d'Outre-Mer;France;-12.936149;45.149302;Education nationale - Enseignement supérieur;Enseignement du second degré.;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;154.0;;;;2009;;Non;2021-12-31
"O;]D')`T)&>RY6]""<_D(T!/I2([+JJV^#2J-)\Q@EGR])/I^D2A%[:*T"",M'0!J[""RY*";"N?,`Z'O<&3'.[`?+\;FC_,";Bien contrôlé par le ministère de l'Education Nationale et de la Jeunesse;Bien contrôlé par le ministère de l'Education Nationale et de la Jeunesse;Logement;Logement;;;67;;;Grand-Est;France;;;Education nationale - Enseignement supérieur;CREPS Strasbourg;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;75.0;;;;;;Non;2021-12-31
IDF1/207909/472932;IB00100310600;DOMAINE RAMBOUILLET CONFIE AU DOMAINE NATIONAL DE CHAMBORD;GLACIERE NORD PARCELLE F198;Monument et mémorial;Monument;LD LES GLACIERES;Rambouillet;78;78120;78517;Ile-de-France;France;48.642292;1.85069;Culture;Etablissement public du domaine national de Chambord.;EPIC;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;0.0;;;;;;Non;2021-12-31
POIT/101134/184609;IB00100042778;PORTE DAUPHINE;PORTE DAUPHINE;Monument et mémorial;Monument;AV DU CHAMP DE MARS;La Rochelle;17;17000;17300;Nouvelle Aquitaine;France;46.169327;-1.148975;Culture;Culture-Patrimoines-MonumentsHistoriques;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;108.0;;;;1600;;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/L/$3K+ME)C:Y5O`,%H,ME&/M/X:QZ<T9\5B^@E/6N[S_*";"N#]GV!\?KW9_IJ(G=4""&N,";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bâtiment culturel;Équipement culturel;14  CROMWELL PLACE;LONDRES;N/A;99999;;Étranger;Grande Bretagne;;;Affaires étrangères;Affaires étrangères (Ets culturels et de recherche);Etat;Organismes publics étrangers;Autre Proprié.;581.0;;;;;;Oui;2021-12-31
"DS@@Q(4([QDZJK1^6&13+)/HVU*""A&FJ4V$Z[F;^%`W1'/K7;KL<&Q;[SP8YH-,ZJS?(";ON&5SP'SH>`NOYWQ?F5BJ,;SITE EN MALO BAC ESTABLE;EN MALO BAC ESTABLE;Espace naturel;Espace naturel;;;11;;;Occitanie;France;-;-;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;8808081.0;;;;;;Non;2021-12-31
"I5+@C$WMLM]/;9V+""ESLU!/P>CNJ7`COD,5K>4*C05K%//N%L\SMXT6;K&`HW7BA.LW/";"AS4'LF@TM*XL57;@/WLIQ*";SITE HAUTE-ARIEGE;ABRI REFUGE BARRAGE ETANG BESINES sur 09189-B-564;Bâtiment sanitaire ou social;Bâtiment sanitaire ou social;lieu dit La Jouliane- Barrage de Besignes;Merens les Vals;9;09110;;Occitanie;France;42.656381;1.8356;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;1995;;Oui;2021-12-31
"KAZ*>/4_5C+OTE+K529-E%/A_Q;NM+^ED4)EYVJ@6HG%!/DG/[P],HQ4G3RDY:[D/[A$";"NQ`ER9LVU0#;GQ""\BZ^,#0";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;78;;;Ile-de-France;France;;;Agriculture;Agro Paris Tech - Inst des sciences du vivant et de l'environnement;EPSCP;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;160.0;;;Satisfaisant;;;Non;2021-12-31
"KAZ*>/4_5C+OTE+K529-E%/BM7,/VH??#AR67MC`#/MM,/H`2]P'E""Q;W%J<*M1NMFW0";"AMHF;']FK\^PSI,8X[3./$";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;78;;;Ile-de-France;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Peu satisfaisant;;;Non;2021-12-31
KP,:<9(Z.T'2CW7X,5/[.+/NIC'?-_MRDO`2X1/Y=BHU*/ES%Q/*\^'TZ[U(,QT`:QY(;IG]^O@>0A5-8Q<\P.+E[.-;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;7;;;Auvergne - Rhône-Alpes;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;418.0;;;Pas satisfaisant;1830;;Non;2021-12-31
"NL&!4]$M?*K-F7IH>).]L$/J$)D?W&:U$/,EPHZ&`<O-,/O3L$:7GRI;*)%#ZG*;'[G0";"KT(&)H2OA!4['5KGJJ""'?!";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;27;;;Normandie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;1828;;Non;2021-12-31
"P'\>2$$=;!(=.1JT@;Z!0!/H?'M]2*C[45DA,)$\N1H!(/K""N\/'6KN;8;I\D[`6=N'""";PS<7?#R,://HT`YJHMKO`,;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;85;;;Pays de la Loire;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;154.0;;;Satisfaisant;1870;;Non;2021-12-31
KAZ*>/4_5C+OTE+K529-E%/C7YD'.$LT#Q$DR:8:R4AM(/PG_C+&'4=SPA4BI=-1_J9.;"G>IQ0M362+M;\F+""3>-81.";Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;95;;;Ile-de-France;France;;;Justice;Protection Judiciaire de la Jeunesse;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;155.96;34869.54;;;1970;;Non;2021-12-31
PAYL/175254/349870;IB00100186451;LOCAUX SPIP MAINE ET LOIRE;SPIP MAINE ET LOIRE;Bureau;Immeuble de bureaux;2  SQUARE LAFAYETTE;Angers;49;49000;49007;Pays de la Loire;France;47.462225;-0.553832;Justice;Services Pénitentiaires;Etat;PERSONNE MORALE DE DROIT PRIVE Société, association, groupement éco... Partenaire générique;Pers.Mor.Privé;993.0;31814.2;;Satisfaisant;2009;Non;Non;2021-12-31
RALP/144014/378157;IB00100213596;UEMO VILLEFRANCHE SUR SAONE;UEMO VILLEFRANCHE SUR SAONE;Bureau;Immeuble de bureaux;81  R MONTESQUIEU;Villefranche-sur-Saône;69;69400;69264;Auvergne - Rhône-Alpes;France;45.984906;4.714189;Justice;Protection Judiciaire de la Jeunesse;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;220.0;5712.79;;Peu satisfaisant;0001;Non;Non;2021-12-31
"KP,:<9(Z.T'2CW7X,5/[.+/DN6-R`FD=SH]?XB`D%!E9,/DCVY26[1I;K8\`Y++G<KW/";"E%64PT?9V#""E)(?/+&H$=.";Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;26;;;Auvergne - Rhône-Alpes;France;;;Justice;Services Pénitentiaires;Etat;PERSONNE PHYSIQUE;Personne Physique;140.0;;;;2000;;Non;2021-12-31
"N8F;&!FR7RL<VT8YDOK.[0/L/$GVL_59#!;')_&F>TIM$/K\_*TH9R\4/1VP\(U""HBA&";G3HE0O%^KX9P$V::1NI,7/;Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;50;;;Normandie;France;;;Justice;Services Pénitentiaires;Etat;PERSONNE PHYSIQUE;Personne Physique;110.0;;;;;;Non;2021-12-31
IDF1/140990/209285;IB00100034610;Centre d'Information et d'Orientation;CENTRE D'INFORMATION ET D'ORIENTATION TREMBLAY;Bureau;Centre d'information et d'orientation;38  R RONSARD;Tremblay-en-France;93;93290;93073;Ile-de-France;France;48.958467;2.567038;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;374.0;75693.76;;Peu satisfaisant;1994;;Oui;2021-12-31
LORR/214259/512892;IB00100333928;IEN VAL DE BRIEY;IEN VAL DE BRIEY;Bureau;Inspection Académique;15  R DU TEMPLE;Val de Briey;54;54790;54099;Grand-Est;France;49.249417;5.938067;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;COMMUNE  Partenaire générique;Commune;145.0;28764.0;;;;;Non;2021-12-31
"P'\>2$$=;!(=.1JT@;Z!0!/BJ;B9!XW2TL-.H&B!?<\9'/AO!DL)MO?D0VDN<##@<I%*";E+ZDZ+<A-_<:V6:X[%'T[%;SITE LONGUENEE;LONGUENEE;Espace naturel;Espace naturel;;Erdre-en-Anjou;49;49370;49367;Pays de la Loire;France;47.600196;-0.83342;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;5975297.0;;;;;;Non;2021-12-31
"P'\>2$$=;!(=.1JT@;Z!0!/H?'M]2*C[45DA,)$\N1H!(/CGRB_KL'2<T>)"",^#""7T'#";B2ICUPRT6.E'?(@AJTR)2-;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;85;;;Pays de la Loire;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Peu satisfaisant;;;Non;2021-12-31
"P'\>2$$=;!(=.1JT@;Z!0!/P/687'D5+D+F)J""^;2@FU+/C(""%*JO,4L-U@HX*%B,LK$";MT32+O9.SA+S45#S!,/!_!;ECOLE NATIONALE D EQUITATION - LE CADRE NOIR;SERVICE DES VISITES - KIOSQUE;Bâtiment d'enseignement ou de sport;Bâtiment d'enseignement ou de sport;AV DE L'ECOLE NATIONALE;Saumur;49;49400;49328;Pays de la Loire;France;47.263532;-0.129081;Agriculture;IFCE - Institut français du cheval et de l'équitation;EPA;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;49.0;;;Satisfaisant;1984;;Oui;2021-12-31
"P[(D'+'+,UJ=YM^ZS!,<V-/G&3VD^B=(T=/];`G5'!QI$/N/\L*:H]/S)?'=;E5N+[I-";"KF""K/N<A^;6*4Z;SYI`PG$";SITE VENASQUE;VENASQUE;Espace naturel;Espace naturel;;Venasque;84;84210;84143;Provence-Alpes-Côte-d'Azur;France;43.995638;5.146851;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;2262110.0;;;;;;Non;2021-12-31
PICA/105221/170741;IB00100029525;PALAIS DE JUSTICE AMIENS;PALAIS DE JUSTICE AMIENS;Bureau;Tribunal;14  R ROBERT DE LUZARCHES;Amiens;80;80000;80021;Hauts de France;France;49.892855;2.300857;Justice;Justice (services judiciaires);Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;10425.0;1335441.214;Gaz naturel;Peu satisfaisant;1880;Oui;Oui;2021-12-31
PACA/104973/150481;IB00100029786;TRIBUNAL JUDICIAIRE DE DIGNE;TRIBUNAL DE GRANDE INSTANCE DE DIGNE;Bureau;Tribunal;6  PL DES RECOLLETS;Digne-les-Bains;4;04000;04070;Provence-Alpes-Côte-d'Azur;France;44.091771;6.239352;Justice;Justice (services judiciaires);Etat;DEPARTEMENT  Partenaire générique;Département;1085.0;147595.9;;Très satisfaisant;1608;Oui;Oui;2021-12-31
NORP/115989/156269;IB00100043454;Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Bâtiment sanitaire ou social;Bât. social avec hébergement;51  BD VICTOR HUGO;Lille;59;59000;59350;Hauts de France;France;50.623309;3.065304;Justice;Protection Judiciaire de la Jeunesse;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;773.0;139622.874;Gaz naturel;Satisfaisant;;Non;Oui;2021-12-31
LORR/118571/157330;IB00100032436;CENTRE INFORMATION ET ORIENTATION;CENTRE INFORMATION ET ORIENTATION;Bureau;Centre d'information et d'orientation;7  R DU CHATEAU D'EAU;Sarrebourg;57;57400;57630;Grand-Est;France;48.730438;7.054564;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;COMMUNE  Partenaire générique;Commune;211.0;1471.67;;;;;Oui;2021-12-31
MIPY/200579/454171;IB00100288211;PRISE A BAIL INSPECTION ACADEMIQUE SECTEUR LEGUEVIN;BUREAUX INSPECTION ACADEMIQUE  LEGUEVIN OI N° 11089;Bureau;Inspection Académique;3  R D'AQUITAINE;Léguevin;31;31490;31291;Occitanie;France;43.598153;1.232507;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;COMMUNE  Partenaire générique;Commune;0.0;;;;;;Non;2021-12-31
ETR1/164527/374499;IB00100210189;VILLA MEDICIS_ACADEMIE DE FRANCE A ROME;VILLA MEDICIS - GYPSOTHEQUE;Bâtiment culturel;Équipement culturel;1  VIALE TRINITA DEI MONTI;ROME;N/A;99100;IT014;Étranger;Italie;49.542736;0.553877;Culture;AFR - Académie de France à Rome;EPA;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;95.0;;;Satisfaisant;;;Oui;2021-12-31
IDF1/134499/377417;IB00100212765;DOMAINE NATIONAL DE FONTAINEBLEAU;EPCF- PAVILLON SULLY;Bâtiment culturel;Musée;PL DU GENERAL DE GAULLE;Fontainebleau;77;77300;77186;Ile-de-France;France;48.402767;2.696824;Culture;Etablissement public château Fontainebleau;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;318.0;;;;1538;;Oui;2021-12-31
IDF1/207909/473171;IB00100311056;Bien contrôlé par le ministère de la Culture;Bien contrôlé par le ministère de la Culture;Logement;Maison individuelle;;Rambouillet;78;78120;78517;Ile-de-France;France;48.64493;1.820666;Culture;Etablissement public du domaine national de Chambord.;EPIC;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;109.0;;;;1785;;Non;2021-12-31
KAZ*>/4_5C+OTE+K529-E%/JOA+/J-X:D&F14!M2!SGE//F,7!R4L!6#XN)SX?_9W\=';"HB508EFIWOAF@R,C;$CKZ)";Bien contrôlé par le ministère de la Culture;Bien contrôlé par le ministère de la Culture;Espace naturel;Terrain cultivé;;;91;;;Ile-de-France;France;;;Culture;Culture (services centraux);Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;2450.0;;;;;;Non;2021-12-31
POIT/164291/441265;IB00100274022;CHATEAU D OIRON;PAVILLON D'ACCUEIL;Bâtiment culturel;Équipement culturel;LD LE CHATEAU D OIRON;Plaine-et-Vallées;79;79100;79196;Nouvelle Aquitaine;France;46.953012;-0.079864;Culture;CMN - Centre des monuments nationaux;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/K>S,%]G'2#R."":89L\FW]!/HE@X0.D9=L0%PAM]OH\`;0";"L1:EYG-Q!E`^(FX;FC2A5#";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Logement;Maison individuelle;;;;;;Étranger;Madagascar;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;114.0;;;;;;Non;2021-12-31
PACA/210802/479251;IB00100319421;SERVICES PENITENTIAIRES PACA-CORSE 05;SERVICES PENITENTIAIRES PACA-CORSE 05;Bureau;Immeuble de bureaux;7  R DOCTEUR AYASSE;Gap;5;05000;05061;Provence-Alpes-Côte-d'Azur;France;44.562075;6.090876;Justice;Services Pénitentiaires;Etat;PERSONNE MORALE DE DROIT PRIVE Société, association, groupement éco... Partenaire générique;Pers.Mor.Privé;467.0;;;;;;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/OGX>:V)Q9D@'0&/\J,*W%&/PMU4MS-H1++EJ=S""&(MGC-";"E^:()CMKN;U""""HWTD/0GL!";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Espace naturel;Terrain en friche;0  . RPT DE LA LIBERTE;PORT-AU-PRINCE;N/A;99000;;Étranger;Haiti;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;;;;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/F=2IPT>V,DKF:IZ%R^SCU#/I!<XM50?%#18T)SUS06SM0";H>7I$_8]/-^C!I)^,WEAU-;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bureau;Ambassade;FA-13 KM1  AVENUE CHEIKH ANTA DIOP X;DAKAR;N/A;999999;SN001;Étranger;Senegal;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;PERSONNE MORALE DE DROIT PRIVE Société, association, groupement éco... Partenaire générique;Pers.Mor.Privé;615.0;;;;;;Oui;2021-12-31
LANG/208344/473098;IB00100310858;PROTECTION JUDICIAIRE DE LA JEUNESSE UEMO;PROTECTION JUDICIAIRE DE LA JEUNESSE;Bureau;Immeuble de bureaux;46  R ANTOINE MARTY;Carcassonne;11;11000;11069;Occitanie;France;43.216355;2.356259;Justice;Protection Judiciaire de la Jeunesse;Etat;PERSONNE PHYSIQUE;Personne Physique;423.35;30842.69;Electricité;Très satisfaisant;;Oui;Non;2021-12-31
CHAR/142202/137668;IB00100027704;BUREAUX DE LA COUR D'APPEL LOT 3 1ER ETAGE;BUREAUX DE LA COUR D'APPEL LOT 3 1ER ETAGE;Bureau;Immeuble de bureaux;26  R DES MOULINS;Reims;51;51100;51454;Grand-Est;France;49.246279;4.037793;Justice;Justice (services judiciaires);Etat;PERSONNE MORALE DE DROIT PRIVE Société, association, groupement éco... Partenaire générique;Pers.Mor.Privé;365.0;14112.52;;Satisfaisant;;Oui;Non;2021-12-31
IDF1/119740/191580;IB00100029651;TRIBUNAL DE PROXIMITE DE JUVISY SUR ORGE;TRIBUNAL DE PROXIMITE DE JUVISY SUR ORGE;Bureau;Tribunal;27  R VICTOR HUGO;Juvisy-sur-Orge;91;91260;91326;Ile-de-France;France;48.690564;2.377684;Justice;Justice (services judiciaires);Etat;COMMUNE  Partenaire générique;Commune;878.0;5244.0;;Peu satisfaisant;1978;Oui;Oui;2021-12-31
OR<C@O-.K<<&#@XJ?)!V40/CLA[M'CZ63#U(+_HR(UKA!/BSCNO49U\,Z6W:A:8T*U3(;"J6>8-O]*>R9K-+-<;HAC[""";Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;2;;;Hauts de France;France;;;Justice;Services Pénitentiaires;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;242.0;;;;1840;;Non;2021-12-31
"P[(D'+'+,UJ=YM^ZS!,<V-/O,=V<(@47#M7,K-J""F9JM)/C=,`0_XN_$&?`EVJ8^TP](";LT^A`J33(@@+RS!RN,5>M';Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;84;;;Provence-Alpes-Côte-d'Azur;France;;;Justice;Services Pénitentiaires;Etat;PERSONNE PHYSIQUE;Personne Physique;30.06;;;;2010;;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/N_B(2NXG""#31EURADPQS-+/CV6/#G$#3T[GR'?&V]K`)""";DX5+*DO7\<YG_1V@N[YD5#;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Logement;Maison individuelle;;;;;;Étranger;Algerie;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;Organismes publics étrangers;Autre Proprié.;240.0;;;;;;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/OPL5._'G73!0TVD5%T""I!%/MMZ84""&HY;T,S6EB^,<['#";"BP[QFJPR;N^UO@E[K+K(L!";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Logement;Maison individuelle;;;;;;Étranger;Tadjikistan;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;Organismes publics étrangers;Autre Proprié.;280.8;;;;;;Non;2021-12-31
KAZ*>/4_5C+OTE+K529-E%/A\%GGX)2_$AGW5FZ>AGQM,/J\>?13%LKK58DP!JTL^NK.;"E--L6Z)%BN7=E*LFZO"":C(";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;94;;;Ile-de-France;France;;;Agriculture;ENVA - Ecole nationale vétérinaire d'Alf;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;3570.0;575867.6;;Très satisfaisant;;;Non;2021-12-31
DS@@Q(4([QDZJK1^6&13+)/ALZ!$D4N6C%JG1V)$CIO5&/NU#8$EHC7D=`,LR/G+&`5$;I5>&SC%FW$&XXH1EQ5_P?%;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;30;;;Occitanie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;1895;;Non;2021-12-31
H$U?:\8ZPL5TM(]P^=W@1!/M-<#!C[RYC4%JR>>,I1Y%!/CYJ-`=(VXC^<AA<BA?+UE-;AMHN(OA_?!.Y6](T*Q9#6);Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;45;;;Centre - Val-de-Loire;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;34.0;;;Satisfaisant;1990;;Non;2021-12-31
"KAZ*>/4_5C+OTE+K529-E%/FR([LN""FT$-_<!WM`V-DM!/C'4F0_U3FK6-K4-*Q-=Z['";"J'1P5KI_#>*`]B\""6=5]J,";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;78;;;Ile-de-France;France;;;Agriculture;Agro Paris Tech - Inst des sciences du vivant et de l'environnement;EPSCP;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Peu satisfaisant;;;Non;2021-12-31
IDF1/119638/205962;IB00100029494;TRIBUNAL D'INSTANCE D'AUBERVILLIERS;TRIBUNAL D'INSTANCE D'AUBERVILLIERS;Bureau;Tribunal;SQ STALINGRAD;Aubervilliers;93;93300;93001;Ile-de-France;France;48.912146;2.382499;Justice;Justice (services judiciaires);Etat;COMMUNE  Partenaire générique;Commune;379.0;80662.3;;Satisfaisant;1901;Oui;Oui;2021-12-31
IDF1/133260/187665;IG00100033399;LYCEE PROF. ETIENNE-JULES MAREY;LYCEE PROF. ETIENNE-JULES MAREY;Espace naturel;Terrain en friche;152  R DE SILLY;Boulogne-Billancourt;92;92100;92012;Ile-de-France;France;48.832297;2.233842;Education nationale - Enseignement supérieur;Ets du second degré - lois décentralisat Jeunesse et sport;EPL;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;9179.0;;;;;;Non;2021-12-31
NORP/142463/164614;IB00100025164;IEN  ST POL SUR TERNOISE;IEN ST POL SUR TERNOISE;Bureau;Inspection de l'Education Nationale;2  R DE LA CALANDRE;Saint-Pol-sur-Ternoise;62;62130;62767;Hauts de France;France;50.382385;2.332414;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;COMMUNE  Partenaire générique;Commune;110.0;;;Satisfaisant;;;Non;2021-12-31
IDF1/157619/255622;IB00100146106;CAS. INTEND. GENER. BLANQUART DE BAILLEUL;PARC STATIONNEM;Espace aménagé;Aire de stationnement;R DU GENERAL DELESTRAINT;Brétigny-sur-Orge;91;91220;91103;Ile-de-France;France;48.592396;2.292327;Affaires sociales - Travail;EPIDe - Etablissement public d'insertion dans l'emploi;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;4873.0;;;;0001;;Non;2021-12-31
IDF1/101777/208634;IB00100046088;MUSEE DE PORT ROYAL DES CHAMPS;COUR DE FERME OUEST;Bâtiment culturel;Musée;RTE DES GRANGES DE PORT ROYAL;Magny-les-Hameaux;78;78114;78356;Ile-de-France;France;48.747356;2.01932;Culture;Culture-Patrimoines-Musées de France;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;1125.0;;;;1652;;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/B7!P29RGND;#)]$(I+7IU'/NS^\&V4_/,/P+B91<JCOC,";"ES1`DL=G^S3]""A_NV&QIF&";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bâtiment d'enseignement ou de sport;Bâtiment scolaire/enseignement;0  Avenue DES FORCES ARMEES ROYALES;AGADIR;N/A;99000;MA001;Étranger;Maroc;;;Affaires étrangères;Affaires étrangères (Ets culturels et de recherche);Etat;Organismes publics étrangers;Autre Proprié.;288.0;;;;;;Oui;2021-12-31
CENT/142822/142396;IB00100025431;Service d'insertion et de probation;SPIP DU LOIRET;Bureau;Immeuble de bureaux;8  R LA CHEVRE QUI DANSE;Orléans;45;45000;45234;Centre - Val-de-Loire;France;47.899749;1.900931;Justice;Services Pénitentiaires;Etat;PERSONNE MORALE DE DROIT PRIVE Société, association, groupement éco... Partenaire générique;Pers.Mor.Privé;570.0;38908.88;;Satisfaisant;1987;Non;Oui;2021-12-31
